# 词	编码	人工权重	分类	类型	实体	来源	核对日期
性能提升	xing neng ti sheng	15	工程与交付	term	性能提升	thuocl-it	2026-09-17
性能比较	xing neng bi jiao	15	工程与交付	term	性能比较	thuocl-it	2026-09-17
性能测试分析	xing neng ce shi fen xi	15	工程与交付	term	性能测试分析	thuocl-it	2026-09-17
性能测试工具	xing neng ce shi gong ju	15	工程与交付	term	性能测试工具	thuocl-it	2026-09-17
性能测量	xing neng ce liang	15	工程与交付	term	性能测量	thuocl-it	2026-09-17
性能瓶颈	xing neng ping jing	15	工程与交付	term	性能瓶颈	thuocl-it	2026-09-17
性能监视	xing neng jian shi	15	工程与交付	term	性能监视	thuocl-it	2026-09-17
性能管理	xing neng guan li	15	工程与交付	term	性能管理	thuocl-it	2026-09-17
性能计数器	xing neng ji shu qi	15	工程与交付	term	性能计数器	thuocl-it	2026-09-17
性能评价	xing neng ping jia	15	工程与交付	term	性能评价	thuocl-it	2026-09-17
性能评估	xing neng ping gu	15	工程与交付	term	性能评估	thuocl-it	2026-09-17
性能评测	xing neng ping ce	15	工程与交付	term	性能评测	thuocl-it	2026-09-17
性能诊断	xing neng zhen duan	15	工程与交付	term	性能诊断	thuocl-it	2026-09-17
性能调优	xing neng tiao you	15	工程与交付	term	性能调优	thuocl-it	2026-09-17
性能需求	xing neng xu qiu	15	工程与交付	term	性能需求	thuocl-it	2026-09-17
手势冲突	shou shi chong tu	15	前端与应用	term	手势冲突	thuocl-it	2026-09-17
手势密码	shou shi mi ma	15	前端与应用	term	手势密码	thuocl-it	2026-09-17
手势操作	shou shi cao zuo	15	前端与应用	term	手势操作	thuocl-it	2026-09-17
手势滑动	shou shi hua dong	15	前端与应用	term	手势滑动	thuocl-it	2026-09-17
手势监听	shou shi jian ting	15	前端与应用	term	手势监听	thuocl-it	2026-09-17
手势解锁	shou shi jie suo	15	前端与应用	term	手势解锁	thuocl-it	2026-09-17
手势触摸	shou shi chu mo	15	前端与应用	term	手势触摸	thuocl-it	2026-09-17
手势识别器	shou shi shi bie qi	15	前端与应用	term	手势识别器	thuocl-it	2026-09-17
手势轨迹	shou shi gui ji	15	前端与应用	term	手势轨迹	thuocl-it	2026-09-17
手势返回	shou shi fan hui	15	前端与应用	term	手势返回	thuocl-it	2026-09-17
手势锁	shou shi suo	15	前端与应用	term	手势锁	thuocl-it	2026-09-17
打包发布	da bao fa bu	15	工程与交付	term	打包发布	thuocl-it	2026-09-17
打包工具	da bao gong ju	15	工程与交付	term	打包工具	thuocl-it	2026-09-17
打包签名	da bao qian ming	15	工程与交付	term	打包签名	thuocl-it	2026-09-17
打包解包	da bao jie bao	15	工程与交付	term	打包解包	thuocl-it	2026-09-17
报文交换	bao wen jiao huan	15	网络与安全	term	报文交换	thuocl-it	2026-09-17
报文加密	bao wen jia mi	15	网络与安全	term	报文加密	thuocl-it	2026-09-17
报文捕获	bao wen bu huo	15	网络与安全	term	报文捕获	thuocl-it	2026-09-17
报文鉴别	bao wen jian bie	15	网络与安全	term	报文鉴别	thuocl-it	2026-09-17
报文鉴别码	bao wen jian bie ma	15	网络与安全	term	报文鉴别码	thuocl-it	2026-09-17
抽象代数	chou xiang dai shu	15	语言与架构	term	抽象代数	thuocl-it	2026-09-17
抽象函数	chou xiang han shu	15	语言与架构	term	抽象函数	thuocl-it	2026-09-17
抽象基类	chou xiang ji lei	15	语言与架构	term	抽象基类	thuocl-it	2026-09-17
抽象层次	chou xiang ceng ci	15	语言与架构	term	抽象层次	thuocl-it	2026-09-17
抽象工厂	chou xiang gong chang	15	语言与架构	term	抽象工厂	thuocl-it	2026-09-17
抽象数据类型	chou xiang shu ju lei xing	15	语言与架构	term	抽象数据类型	thuocl-it	2026-09-17
抽象方法	chou xiang fang fa	15	语言与架构	term	抽象方法	thuocl-it	2026-09-17
抽象类	chou xiang lei	15	语言与架构	term	抽象类	thuocl-it	2026-09-17
持久化	chi jiu hua	15	数据与存储	term	持久化	thuocl-it	2026-09-17
持久化存储	chi jiu hua cun chu	15	数据与存储	term	持久化存储	thuocl-it	2026-09-17
持久层	chi jiu ceng	15	数据与存储	term	持久层	thuocl-it	2026-09-17
持久层框架	chi jiu ceng kuang jia	15	数据与存储	term	持久层框架	thuocl-it	2026-09-17
持续集成系统	chi xu ji cheng xi tong	15	工程与交付	term	持续集成系统	thuocl-it	2026-09-17
指针传递	zhi zhen chuan di	15	系统与并发	term	指针传递	thuocl-it	2026-09-17
指针函数	zhi zhen han shu	15	系统与并发	term	指针函数	thuocl-it	2026-09-17
指针参数	zhi zhen can shu	15	系统与并发	term	指针参数	thuocl-it	2026-09-17
指针变量	zhi zhen bian liang	15	系统与并发	term	指针变量	thuocl-it	2026-09-17
指针常量	zhi zhen chang liang	15	系统与并发	term	指针常量	thuocl-it	2026-09-17
指针数组	zhi zhen shu zu	15	系统与并发	term	指针数组	thuocl-it	2026-09-17
指针的指针	zhi zhen de zhi zhen	15	系统与并发	term	指针的指针	thuocl-it	2026-09-17
指针移动	zhi zhen yi dong	15	系统与并发	term	指针移动	thuocl-it	2026-09-17
授权表	shou quan biao	15	网络与安全	term	授权表	thuocl-it	2026-09-17
接口分析	jie kou fen xi	15	语言与架构	term	接口分析	thuocl-it	2026-09-17
接口卡	jie kou ka	15	语言与架构	term	接口卡	thuocl-it	2026-09-17
接口回调	jie kou hui tiao	15	语言与架构	term	接口回调	thuocl-it	2026-09-17
接口定义语言	jie kou ding yi yu yan	15	语言与架构	term	接口定义语言	thuocl-it	2026-09-17
接口实现	jie kou shi xian	15	语言与架构	term	接口实现	thuocl-it	2026-09-17
接口开发	jie kou kai fa	15	语言与架构	term	接口开发	thuocl-it	2026-09-17
接口开销	jie kou kai xiao	15	语言与架构	term	接口开销	thuocl-it	2026-09-17
接口总线	jie kou zong xian	15	语言与架构	term	接口总线	thuocl-it	2026-09-17
接口描述语言	jie kou miao shu yu yan	15	语言与架构	term	接口描述语言	thuocl-it	2026-09-17
接口文档	jie kou wen dang	15	语言与架构	term	接口文档	thuocl-it	2026-09-17
接口服务	jie kou fu wu	15	语言与架构	term	接口服务	thuocl-it	2026-09-17
接口规约	jie kou gui yue	15	语言与架构	term	接口规约	thuocl-it	2026-09-17
接口调用	jie kou diao yong	15	语言与架构	term	接口调用	thuocl-it	2026-09-17
接口速率	jie kou su lv	15	语言与架构	term	接口速率	thuocl-it	2026-09-17
接口隔离原则	jie kou ge li yuan ze	15	语言与架构	term	接口隔离原则	thuocl-it	2026-09-17
接口需求	jie kou xu qiu	15	语言与架构	term	接口需求	thuocl-it	2026-09-17
控件使用	kong jian shi yong	15	前端与应用	term	控件使用	thuocl-it	2026-09-17
控件功能	kong jian gong neng	15	前端与应用	term	控件功能	thuocl-it	2026-09-17
控件属性	kong jian shu xing	15	前端与应用	term	控件属性	thuocl-it	2026-09-17
控件状态	kong jian zhuang tai	15	前端与应用	term	控件状态	thuocl-it	2026-09-17
控件类	kong jian lei	15	前端与应用	term	控件类	thuocl-it	2026-09-17
提交事务	ti jiao shi wu	15	工程与交付	term	提交事务	thuocl-it	2026-09-17
提交审核	ti jiao shen he	15	工程与交付	term	提交审核	thuocl-it	2026-09-17
提交数据	ti jiao shu ju	15	工程与交付	term	提交数据	thuocl-it	2026-09-17
提交表单	ti jiao biao dan	15	工程与交付	term	提交表单	thuocl-it	2026-09-17
摘要算法	zhai yao suan fa	15	网络与安全	term	摘要算法	thuocl-it	2026-09-17
操作系统功能	cao zuo xi tong gong neng	15	系统与并发	term	操作系统功能	thuocl-it	2026-09-17
操作系统原理	cao zuo xi tong yuan li	15	系统与并发	term	操作系统原理	thuocl-it	2026-09-17
操作系统基础	cao zuo xi tong ji chu	15	系统与并发	term	操作系统基础	thuocl-it	2026-09-17
操作系统应用	cao zuo xi tong ying yong	15	系统与并发	term	操作系统应用	thuocl-it	2026-09-17
操作系统开发	cao zuo xi tong kai fa	15	系统与并发	term	操作系统开发	thuocl-it	2026-09-17
操作系统技术	cao zuo xi tong ji shu	15	系统与并发	term	操作系统技术	thuocl-it	2026-09-17
操作系统概论	cao zuo xi tong gai lun	15	系统与并发	term	操作系统概论	thuocl-it	2026-09-17
操作系统知识	cao zuo xi tong zhi shi	15	系统与并发	term	操作系统知识	thuocl-it	2026-09-17
操作系统类	cao zuo xi tong lei	15	系统与并发	term	操作系统类	thuocl-it	2026-09-17
操作系统项目	cao zuo xi tong xiang mu	15	系统与并发	term	操作系统项目	thuocl-it	2026-09-17
攻击程序	gong ji cheng xu	15	网络与安全	term	攻击程序	thuocl-it	2026-09-17
敏捷工具	min jie gong ju	15	工程与交付	term	敏捷工具	thuocl-it	2026-09-17
敏捷开发	min jie kai fa	15	工程与交付	term	敏捷开发	thuocl-it	2026-09-17
敏捷开发原则	min jie kai fa yuan ze	15	工程与交付	term	敏捷开发原则	thuocl-it	2026-09-17
敏捷开发工具	min jie kai fa gong ju	15	工程与交付	term	敏捷开发工具	thuocl-it	2026-09-17
敏捷开发过程	min jie kai fa guo cheng	15	工程与交付	term	敏捷开发过程	thuocl-it	2026-09-17
敏捷运维	min jie yun wei	15	工程与交付	term	敏捷运维	thuocl-it	2026-09-17
散列函数	san lie han shu	15	数据与存储	term	散列函数	thuocl-it	2026-09-17
散列索引	san lie suo yin	15	数据与存储	term	散列索引	thuocl-it	2026-09-17
散列表	san lie biao	15	数据与存储	term	散列表	thuocl-it	2026-09-17
数据一致性	shu ju yi zhi xing	15	数据与存储	term	数据一致性	thuocl-it	2026-09-17
数据交换	shu ju jiao huan	15	数据与存储	term	数据交换	thuocl-it	2026-09-17
数据交换机	shu ju jiao huan ji	15	数据与存储	term	数据交换机	thuocl-it	2026-09-17
数据仓库	shu ju cang ku	15	数据与存储	term	数据仓库	thuocl-it	2026-09-17
数据分析师	shu ju fen xi shi	15	数据与存储	term	数据分析师	thuocl-it	2026-09-17
数据分析挖掘	shu ju fen xi wa jue	15	数据与存储	term	数据分析挖掘	thuocl-it	2026-09-17
数据分析系统	shu ju fen xi xi tong	15	数据与存储	term	数据分析系统	thuocl-it	2026-09-17
数据加密	shu ju jia mi	15	数据与存储	term	数据加密	thuocl-it	2026-09-17
数据加密密钥	shu ju jia mi mi yue	15	数据与存储	term	数据加密密钥	thuocl-it	2026-09-17
数据加密标准	shu ju jia mi biao zhun	15	数据与存储	term	数据加密标准	thuocl-it	2026-09-17
数据加密算法	shu ju jia mi suan fa	15	数据与存储	term	数据加密算法	thuocl-it	2026-09-17
数据压缩	shu ju ya suo	15	数据与存储	term	数据压缩	thuocl-it	2026-09-17
数据同步	shu ju tong bu	15	数据与存储	term	数据同步	thuocl-it	2026-09-17
数据字典	shu ju zi dian	15	数据与存储	term	数据字典	thuocl-it	2026-09-17
数据完整性	shu ju wan zheng xing	15	数据与存储	term	数据完整性	thuocl-it	2026-09-17
数据库中间件	shu ju ku zhong jian jian	15	数据与存储	term	数据库中间件	thuocl-it	2026-09-17
数据库事务	shu ju ku shi wu	15	数据与存储	term	数据库事务	thuocl-it	2026-09-17
数据库优化	shu ju ku you hua	15	数据与存储	term	数据库优化	thuocl-it	2026-09-17
数据库作业	shu ju ku zuo ye	15	数据与存储	term	数据库作业	thuocl-it	2026-09-17
数据库修复	shu ju ku xiu fu	15	数据与存储	term	数据库修复	thuocl-it	2026-09-17
数据库函数	shu ju ku han shu	15	数据与存储	term	数据库函数	thuocl-it	2026-09-17
数据库分页	shu ju ku fen ye	15	数据与存储	term	数据库分页	thuocl-it	2026-09-17
数据库升级	shu ju ku sheng ji	15	数据与存储	term	数据库升级	thuocl-it	2026-09-17
数据库原理	shu ju ku yuan li	15	数据与存储	term	数据库原理	thuocl-it	2026-09-17
数据库备份	shu ju ku bei fen	15	数据与存储	term	数据库备份	thuocl-it	2026-09-17
数据库复制	shu ju ku fu zhi	15	数据与存储	term	数据库复制	thuocl-it	2026-09-17
数据库安全	shu ju ku an quan	15	数据与存储	term	数据库安全	thuocl-it	2026-09-17
数据库安装	shu ju ku an zhuang	15	数据与存储	term	数据库安装	thuocl-it	2026-09-17
数据库完整性	shu ju ku wan zheng xing	15	数据与存储	term	数据库完整性	thuocl-it	2026-09-17
数据库应用	shu ju ku ying yong	15	数据与存储	term	数据库应用	thuocl-it	2026-09-17
数据库建模	shu ju ku jian mo	15	数据与存储	term	数据库建模	thuocl-it	2026-09-17
数据库开发	shu ju ku kai fa	15	数据与存储	term	数据库开发	thuocl-it	2026-09-17
数据库引擎	shu ju ku yin qing	15	数据与存储	term	数据库引擎	thuocl-it	2026-09-17
数据库恢复	shu ju ku hui fu	15	数据与存储	term	数据库恢复	thuocl-it	2026-09-17
数据库接口	shu ju ku jie kou	15	数据与存储	term	数据库接口	thuocl-it	2026-09-17
数据库操作	shu ju ku cao zuo	15	数据与存储	term	数据库操作	thuocl-it	2026-09-17
数据库更新	shu ju ku geng xin	15	数据与存储	term	数据库更新	thuocl-it	2026-09-17
数据库服务器	shu ju ku fu wu qi	15	数据与存储	term	数据库服务器	thuocl-it	2026-09-17
数据库机	shu ju ku ji	15	数据与存储	term	数据库机	thuocl-it	2026-09-17
数据库查询	shu ju ku cha xun	15	数据与存储	term	数据库查询	thuocl-it	2026-09-17
数据库框架	shu ju ku kuang jia	15	数据与存储	term	数据库框架	thuocl-it	2026-09-17
数据库模型	shu ju ku mo xing	15	数据与存储	term	数据库模型	thuocl-it	2026-09-17
数据库环境	shu ju ku huan jing	15	数据与存储	term	数据库环境	thuocl-it	2026-09-17
数据库管理	shu ju ku guan li	15	数据与存储	term	数据库管理	thuocl-it	2026-09-17
数据库管理员	shu ju ku guan li yuan	15	数据与存储	term	数据库管理员	thuocl-it	2026-09-17
数据库系统	shu ju ku xi tong	15	数据与存储	term	数据库系统	thuocl-it	2026-09-17
数据库索引	shu ju ku suo yin	15	数据与存储	term	数据库索引	thuocl-it	2026-09-17
数据库结构	shu ju ku jie gou	15	数据与存储	term	数据库结构	thuocl-it	2026-09-17
数据库维护	shu ju ku wei hu	15	数据与存储	term	数据库维护	thuocl-it	2026-09-17
数据库缓存	shu ju ku huan cun	15	数据与存储	term	数据库缓存	thuocl-it	2026-09-17
数据库编程	shu ju ku bian cheng	15	数据与存储	term	数据库编程	thuocl-it	2026-09-17
数据库范式	shu ju ku fan shi	15	数据与存储	term	数据库范式	thuocl-it	2026-09-17
数据库表	shu ju ku biao	15	数据与存储	term	数据库表	thuocl-it	2026-09-17
数据库表设计	shu ju ku biao she ji	15	数据与存储	term	数据库表设计	thuocl-it	2026-09-17
数据库设计	shu ju ku she ji	15	数据与存储	term	数据库设计	thuocl-it	2026-09-17
数据库访问	shu ju ku fang wen	15	数据与存储	term	数据库访问	thuocl-it	2026-09-17
数据库调优	shu ju ku tiao you	15	数据与存储	term	数据库调优	thuocl-it	2026-09-17
数据库迁移	shu ju ku qian yi	15	数据与存储	term	数据库迁移	thuocl-it	2026-09-17
数据库连接	shu ju ku lian jie	15	数据与存储	term	数据库连接	thuocl-it	2026-09-17
数据库连接池	shu ju ku lian jie chi	15	数据与存储	term	数据库连接池	thuocl-it	2026-09-17
数据库配置	shu ju ku pei zhi	15	数据与存储	term	数据库配置	thuocl-it	2026-09-17
数据库重构	shu ju ku chong gou	15	数据与存储	term	数据库重构	thuocl-it	2026-09-17
数据库重组	shu ju ku chong zu	15	数据与存储	term	数据库重组	thuocl-it	2026-09-17
数据库链接	shu ju ku lian jie	15	数据与存储	term	数据库链接	thuocl-it	2026-09-17
数据库集成	shu ju ku ji cheng	15	数据与存储	term	数据库集成	thuocl-it	2026-09-17
数据库集群	shu ju ku ji qun	15	数据与存储	term	数据库集群	thuocl-it	2026-09-17
数据挖掘分析	shu ju wa jue fen xi	15	数据与存储	term	数据挖掘分析	thuocl-it	2026-09-17
数据挖掘原理	shu ju wa jue yuan li	15	数据与存储	term	数据挖掘原理	thuocl-it	2026-09-17
数据挖掘技术	shu ju wa jue ji shu	15	数据与存储	term	数据挖掘技术	thuocl-it	2026-09-17
数据挖掘算法	shu ju wa jue suan fa	15	数据与存储	term	数据挖掘算法	thuocl-it	2026-09-17
数据流分析	shu ju liu fen xi	15	数据与存储	term	数据流分析	thuocl-it	2026-09-17
数据流图	shu ju liu tu	15	数据与存储	term	数据流图	thuocl-it	2026-09-17
数据流计算机	shu ju liu ji suan ji	15	数据与存储	term	数据流计算机	thuocl-it	2026-09-17
数据流语言	shu ju liu yu yan	15	数据与存储	term	数据流语言	thuocl-it	2026-09-17
数据源	shu ju yuan	15	数据与存储	term	数据源	thuocl-it	2026-09-17
数据源控件	shu ju yuan kong jian	15	数据与存储	term	数据源控件	thuocl-it	2026-09-17
数据源配置	shu ju yuan pei zhi	15	数据与存储	term	数据源配置	thuocl-it	2026-09-17
数据类型转换	shu ju lei xing zhuan huan	15	数据与存储	term	数据类型转换	thuocl-it	2026-09-17
数据结构算法	shu ju jie gou suan fa	15	数据与存储	term	数据结构算法	thuocl-it	2026-09-17
