# 词	编码	人工权重	分类	类型	实体	来源	核对日期
年龄不变人脸识别	nian ling bu bian ren lian shi bie	20	专项任务	term	年龄不变人脸识别	glossary	2026-09-17
年龄和性别分类	nian ling he xing bie fen lei	20	专项任务	term	年龄和性别分类	glossary	2026-09-17
并发测试	bing fa ce shi	20	推理	term	并发测试	curated	2026-09-17
并发限制	bing fa xian zhi	20	工程	term	并发限制	curated	2026-09-17
并行工具调用	bing xing gong ju diao yong	20	智能体	term	并行工具调用	curated	2026-09-17
并行节点	bing xing jie dian	20	智能体	term	并行节点	curated	2026-09-17
幸存者偏差	xing cun zhe pian cha	20	数据	term	幸存者偏差	curated	2026-09-17
幻觉抑制	huan jue yi zhi	20	评估	term	幻觉抑制	curated	2026-09-17
幻觉检测	huan jue jian ce	20	检索	term	幻觉检测	curated	2026-09-17
幻觉率	huan jue lv	20	评估	term	幻觉率	curated	2026-09-17
幻觉缓解	huan jue huan jie	20	评估	term	幻觉缓解	curated	2026-09-17
幽默检测	you mo jian ce	20	专项任务	term	幽默检测	glossary	2026-09-17
广义优势估计	guang yi you shi gu ji	20	强化	term	广义优势估计	curated	2026-09-17
广义线性模型	guang yi xian xing mo xing	20	算法	term	广义线性模型	curated	2026-09-17
广播机制	guang bo ji zhi	20	教材术语	term	广播机制	d2l	2026-09-17
序列到序列	xu lie dao xu lie	20	教材术语	term	序列到序列	d2l	2026-09-17
序列到序列模型	xu lie dao xu lie mo xing	20	教材术语	term	序列到序列模型	d2l	2026-09-17
序列并行	xu lie bing xing	20	训练	term	序列并行	curated	2026-09-17
序列开始词元	xu lie kai shi ci yuan	20	教材术语	term	序列开始词元	d2l	2026-09-17
序列转换模型	xu lie zhuan huan mo xing	20	教材术语	term	序列转换模型	d2l	2026-09-17
应急响应	ying ji xiang ying	20	安全	term	应急响应	curated	2026-09-17
度量学习	du liang xue xi	20	基础	term	度量学习	curated	2026-09-17
延后初始化	yan hou chu shi hua	20	教材术语	term	延后初始化	d2l	2026-09-17
延迟分位数	yan chi fen wei shu	20	推理	term	延迟分位数	curated	2026-09-17
延迟奖励	yan chi jiang li	20	强化	term	延迟奖励	curated	2026-09-17
开发者提示	kai fa zhe ti shi	20	提示	term	开发者提示	curated	2026-09-17
开发集	kai fa ji	20	数据	term	开发集	curated	2026-09-17
开放世界学习	kai fang shi jie xue xi	20	基础	term	开放世界学习	curated	2026-09-17
开放域问答	kai fang yu wen da	20	提示	term	开放域问答	curated	2026-09-17
开放式评测	kai fang shi ping ce	20	评估	term	开放式评测	curated	2026-09-17
开放集识别	kai fang ji shi bie	20	基础	term	开放集识别	curated	2026-09-17
异常值处理	yi chang zhi chu li	20	数据	term	异常值处理	curated	2026-09-17
异常检测	yi chang jian ce	20	算法	term	异常检测	curated	2026-09-17
异构推理	yi gou tui li	20	推理	term	异构推理	curated	2026-09-17
异构计算	yi gou ji suan	20	推理	term	异构计算	curated	2026-09-17
异步编程	yi bu bian cheng	20	教材术语	term	异步编程	d2l	2026-09-17
异策略	yi ce lve	20	强化	term	异策略	curated	2026-09-17
引导尺度	yin dao chi du	20	视觉	term	引导尺度	curated	2026-09-17
引文意图分类	yin wen yi tu fen lei	20	专项任务	term	引文意图分类	glossary	2026-09-17
引用准确率	yin yong zhun que lv	20	评估	term	引用准确率	curated	2026-09-17
引用幻觉	yin yong huan jue	20	评估	term	引用幻觉	curated	2026-09-17
引用校验	yin yong jiao yan	20	检索	term	引用校验	curated	2026-09-17
引用溯源	yin yong su yuan	20	检索	term	引用溯源	curated	2026-09-17
引用生成	yin yong sheng cheng	20	检索	term	引用生成	curated	2026-09-17
弗罗贝尼乌斯范数	fu luo bei ni wu si fan shu	20	数学	term	弗罗贝尼乌斯范数	curated	2026-09-17
张量分片	zhang liang fen pian	20	推理	term	张量分片	curated	2026-09-17
张量分解	zhang liang fen jie	20	数学	term	张量分解	curated	2026-09-17
张量切分	zhang liang qie fen	20	推理	term	张量切分	curated	2026-09-17
张量布局	zhang liang bu ju	20	推理	term	张量布局	curated	2026-09-17
张量并行	zhang liang bing xing	20	训练	term	张量并行	curated	2026-09-17
张量核	zhang liang he	20	教材术语	term	张量核	d2l	2026-09-17
张量核心	zhang liang he xin	20	推理	term	张量核心	curated	2026-09-17
张量类	zhang liang lei	20	教材术语	term	张量类	d2l	2026-09-17
张量运算	zhang liang yun suan	20	数学	term	张量运算	curated	2026-09-17
张量通信	zhang liang tong xin	20	推理	term	张量通信	curated	2026-09-17
弱人工智能	ruo ren gong zhi neng	20	基础	term	弱人工智能	curated	2026-09-17
弱对偶	ruo dui ou	20	数学	term	弱对偶	curated	2026-09-17
弱标注	ruo biao zhu	20	数据	term	弱标注	curated	2026-09-17
弱监督学习	ruo jian du xue xi	20	基础	term	弱监督学习	curated	2026-09-17
弱监督语义分割	ruo jian du yu yi fen ge	20	专项任务	term	弱监督语义分割	glossary	2026-09-17
弹性扩缩容	tan xing kuo suo rong	20	推理	term	弹性扩缩容	curated	2026-09-17
弹性网络	tan xing wang luo	20	算法	term	弹性网络	curated	2026-09-17
弹性训练	tan xing xun lian	20	训练	term	弹性训练	curated	2026-09-17
强人工智能	qiang ren gong zhi neng	20	基础	term	强人工智能	curated	2026-09-17
强凸函数	qiang tu han shu	20	数学	term	强凸函数	curated	2026-09-17
强制对齐	qiang zhi dui qi	20	语音	term	强制对齐	curated	2026-09-17
强制教学	qiang zhi jiao xue	20	教材术语	term	强制教学	d2l	2026-09-17
强化学习	qiang hua xue xi	20	强化	term	强化学习	curated	2026-09-17
强对偶	qiang dui ou	20	数学	term	强对偶	curated	2026-09-17
归一化流	gui yi hua liu	20	架构	term	归一化流	curated	2026-09-17
归纳偏置	gui na pian zhi	20	基础	term	归纳偏置	curated	2026-09-17
归纳推理	gui na tui li	20	基础	term	归纳推理	curated	2026-09-17
循环单元	xun huan dan yuan	20	架构	term	循环单元	curated	2026-09-17
循环学习率	xun huan xue xi lv	20	训练	term	循环学习率	curated	2026-09-17
循环层	xun huan ceng	20	架构	term	循环层	curated	2026-09-17
循环神经网络	xun huan shen jing wang luo	20	架构	term	循环神经网络	curated	2026-09-17
循环节点	xun huan jie dian	20	智能体	term	循环节点	curated	2026-09-17
微分运算符	wei fen yun suan fu	20	教材术语	term	微分运算符	d2l	2026-09-17
微平均	wei ping jun	20	评估	term	微平均	curated	2026-09-17
微笑识别	wei xiao shi bie	20	专项任务	term	微笑识别	glossary	2026-09-17
微调	wei tiao	20	训练	term	微调	curated	2026-09-17
心律失常检测	xin lv shi chang jian ce	20	专项任务	term	心律失常检测	glossary	2026-09-17
心房颤动检测	xin fang chan dong jian ce	20	专项任务	term	心房颤动检测	glossary	2026-09-17
心率估计	xin lv gu ji	20	专项任务	term	心率估计	glossary	2026-09-17
心肌梗塞检测	xin ji geng se jian ce	20	专项任务	term	心肌梗塞检测	glossary	2026-09-17
心跳分类	xin tiao fen lei	20	专项任务	term	心跳分类	glossary	2026-09-17
忠实度	zhong shi du	20	评估	term	忠实度	curated	2026-09-17
思维图	si wei tu	20	智能体	term	思维图	curated	2026-09-17
思维树	si wei shu	20	智能体	term	思维树	curated	2026-09-17
思维链	si wei lian	20	智能体	term	思维链	curated	2026-09-17
思维链提示	si wei lian ti shi	20	提示	term	思维链提示	curated	2026-09-17
性别预测	xing bie yu ce	20	专项任务	term	性别预测	glossary	2026-09-17
性能基准	xing neng ji zhun	20	推理	term	性能基准	curated	2026-09-17
性能监控	xing neng jian kong	20	工程	term	性能监控	curated	2026-09-17
恒等映射	heng deng ying she	20	教材术语	term	恒等映射	d2l	2026-09-17
恶意软件检测	e yi ruan jian jian ce	20	专项任务	term	恶意软件检测	glossary	2026-09-17
情感分析	qing gan fen xi	20	提示	term	情感分析	curated	2026-09-17
情感分类	qing gan fen lei	20	专项任务	term	情感分类	glossary	2026-09-17
情感原因对提取	qing gan yuan yin dui ti qu	20	专项任务	term	情感原因对提取	glossary	2026-09-17
情感原因提取	qing gan yuan yin ti qu	20	专项任务	term	情感原因提取	glossary	2026-09-17
情感合成	qing gan he cheng	20	语音	term	情感合成	curated	2026-09-17
情感识别	qing gan shi bie	20	语音	term	情感识别	curated	2026-09-17
情感语音	qing gan yu yin	20	语音	term	情感语音	curated	2026-09-17
情景记忆	qing jing ji yi	20	智能体	term	情景记忆	curated	2026-09-17
情绪识别	qing xu shi bie	20	语音	term	情绪识别	curated	2026-09-17
意图检测	yi tu jian ce	20	专项任务	term	意图检测	glossary	2026-09-17
意图识别	yi tu shi bie	20	提示	term	意图识别	curated	2026-09-17
意图路由	yi tu lu you	20	工程	term	意图路由	curated	2026-09-17
感受野	gan shou ye	20	架构	term	感受野	curated	2026-09-17
感知机	gan zhi ji	20	架构	term	感知机	curated	2026-09-17
成员推断	cheng yuan tui duan	20	安全	term	成员推断	curated	2026-09-17
成对偏好	cheng dui pian hao	20	数据	term	成对偏好	curated	2026-09-17
成对排序	cheng dui pai xu	20	算法	term	成对排序	curated	2026-09-17
成对评测	cheng dui ping ce	20	评估	term	成对评测	curated	2026-09-17
成本优化	cheng ben you hua	20	工程	term	成本优化	curated	2026-09-17
成本归因	cheng ben gui yin	20	工程	term	成本归因	curated	2026-09-17
成本监控	cheng ben jian kong	20	工程	term	成本监控	curated	2026-09-17
成本路由	cheng ben lu you	20	工程	term	成本路由	curated	2026-09-17
成本预算	cheng ben yu suan	20	工程	term	成本预算	curated	2026-09-17
截断采样	jie duan cai yang	20	提示	term	截断采样	curated	2026-09-17
手写数字识别	shou xie shu zi shi bie	20	专项任务	term	手写数字识别	glossary	2026-09-17
手写识别	shou xie shi bie	20	视觉	term	手写识别	curated	2026-09-17
手势识别	shou shi shi bie	20	视觉	term	手势识别	curated	2026-09-17
手术技术评估	shou shu ji shu ping gu	20	专项任务	term	手术技术评估	glossary	2026-09-17
手语翻译	shou yu fan yi	20	专项任务	term	手语翻译	glossary	2026-09-17
手语识别	shou yu shi bie	20	专项任务	term	手语识别	glossary	2026-09-17
手部姿态估计	shou bu zi tai gu ji	20	专项任务	term	手部姿态估计	glossary	2026-09-17
执行审批	zhi xing shen pi	20	安全	term	执行审批	curated	2026-09-17
执行成功率	zhi xing cheng gong lv	20	评估	term	执行成功率	curated	2026-09-17
扩张卷积	kuo zhang juan ji	20	架构	term	扩张卷积	curated	2026-09-17
扩散模型	kuo san mo xing	20	架构	term	扩散模型	curated	2026-09-17
扫描路径预测	sao miao lu jing yu ce	20	专项任务	term	扫描路径预测	glossary	2026-09-17
批大小	pi da xiao	20	训练	term	批大小	curated	2026-09-17
批量大小	pi liang da xiao	20	教材术语	term	批量大小	d2l	2026-09-17
批量学习	pi liang xue xi	20	教材术语	term	批量学习	d2l	2026-09-17
批量推理	pi liang tui li	20	推理	term	批量推理	curated	2026-09-17
批量规范化	pi liang gui fan hua	20	教材术语	term	批量规范化	d2l	2026-09-17
投机解码	tou ji jie ma	20	提示	term	投机解码	curated	2026-09-17
投票集成	tou piao ji cheng	20	算法	term	投票集成	curated	2026-09-17
折扣因子	zhe kou yin zi	20	强化	term	折扣因子	curated	2026-09-17
折扣奖励	zhe kou jiang li	20	强化	term	折扣奖励	curated	2026-09-17
报警规则	bao jing gui ze	20	工程	term	报警规则	curated	2026-09-17
抽象策略游戏	chou xiang ce lve you xi	20	专项任务	term	抽象策略游戏	glossary	2026-09-17
抽象语义表示	chou xiang yu yi biao shi	20	专项任务	term	抽象语义表示	glossary	2026-09-17
拉伸参数	la shen can shu	20	教材术语	term	拉伸参数	d2l	2026-09-17
拉普拉斯分布	la pu la si fen bu	20	数学	term	拉普拉斯分布	curated	2026-09-17
拉普拉斯平滑	la pu la si ping hua	20	教材术语	term	拉普拉斯平滑	d2l	2026-09-17
拉格朗日乘子	la ge lang ri cheng zi	20	数学	term	拉格朗日乘子	curated	2026-09-17
拉格朗日乘数	la ge lang ri cheng shu	20	教材术语	term	拉格朗日乘数	d2l	2026-09-17
拒答原因	ju da yuan yin	20	提示	term	拒答原因	curated	2026-09-17
拒答率	ju da lv	20	评估	term	拒答率	curated	2026-09-17
拒答策略	ju da ce lve	20	提示	term	拒答策略	curated	2026-09-17
拒绝采样	ju jue cai yang	20	数学	term	拒绝采样	curated	2026-09-17
拟合能力	ni he neng li	20	训练	term	拟合能力	curated	2026-09-17
拼接增强	pin jie zeng qiang	20	数据	term	拼接增强	curated	2026-09-17
持久记忆	chi jiu ji yi	20	智能体	term	持久记忆	curated	2026-09-17
持续交付	chi xu jiao fu	20	工程	term	持续交付	curated	2026-09-17
持续学习	chi xu xue xi	20	基础	term	持续学习	curated	2026-09-17
持续训练	chi xu xun lian	20	工程	term	持续训练	curated	2026-09-17
持续评测	chi xu ping ce	20	工程	term	持续评测	curated	2026-09-17
持续集成	chi xu ji cheng	20	工程	term	持续集成	curated	2026-09-17
持续预训练	chi xu yu xun lian	20	训练	term	持续预训练	curated	2026-09-17
指令优先级	zhi ling you xian ji	20	提示	term	指令优先级	curated	2026-09-17
指令冲突	zhi ling chong tu	20	提示	term	指令冲突	curated	2026-09-17
指令劫持	zhi ling jie chi	20	安全	term	指令劫持	curated	2026-09-17
指令导航	zhi ling dao hang	20	强化	term	指令导航	curated	2026-09-17
指令层级	zhi ling ceng ji	20	提示	term	指令层级	curated	2026-09-17
指令微调	zhi ling wei tiao	20	训练	term	指令微调	curated	2026-09-17
指令提示	zhi ling ti shi	20	提示	term	指令提示	curated	2026-09-17
指令数据	zhi ling shu ju	20	数据	term	指令数据	curated	2026-09-17
指令模型	zhi ling mo xing	20	架构	term	指令模型	curated	2026-09-17
指令语料	zhi ling yu liao	20	数据	term	指令语料	curated	2026-09-17
指令遵循	zhi ling zun xun	20	提示	term	指令遵循	curated	2026-09-17
指令遵循评测	zhi ling zun xun ping ce	20	评估	term	指令遵循评测	curated	2026-09-17
指数分布	zhi shu fen bu	20	数学	term	指数分布	curated	2026-09-17
指数移动平均	zhi shu yi dong ping jun	20	训练	term	指数移动平均	curated	2026-09-17
指数衰减	zhi shu shuai jian	20	教材术语	term	指数衰减	d2l	2026-09-17
指数退避	zhi shu tui bi	20	工程	term	指数退避	curated	2026-09-17
指标看板	zhi biao kan ban	20	工程	term	指标看板	curated	2026-09-17
指标聚合	zhi biao ju he	20	工程	term	指标聚合	curated	2026-09-17
指标采集	zhi biao cai ji	20	工程	term	指标采集	curated	2026-09-17
按元素	an yuan su	20	教材术语	term	按元素	d2l	2026-09-17
按张量量化	an zhang liang liang hua	20	推理	term	按张量量化	curated	2026-09-17
按通道量化	an tong dao liang hua	20	推理	term	按通道量化	curated	2026-09-17
挤压函数	ji ya han shu	20	教材术语	term	挤压函数	d2l	2026-09-17
损失函数	sun shi han shu	20	数学	term	损失函数	curated	2026-09-17
损失曲线	sun shi qu xian	20	训练	term	损失曲线	curated	2026-09-17
排名分数	pai ming fen shu	20	评估	term	排名分数	curated	2026-09-17
排序学习	pai xu xue xi	20	算法	term	排序学习	curated	2026-09-17
排序损失	pai xu sun shi	20	训练	term	排序损失	curated	2026-09-17
排序标注	pai xu biao zhu	20	数据	term	排序标注	curated	2026-09-17
探索利用	tan suo li yong	20	算法	term	探索利用	curated	2026-09-17
探索噪声	tan suo zao sheng	20	强化	term	探索噪声	curated	2026-09-17
探索策略	tan suo ce lve	20	算法	term	探索策略	curated	2026-09-17
接口兼容	jie kou jian rong	20	工程	term	接口兼容	curated	2026-09-17
推测解码	tui ce jie ma	20	提示	term	推测解码	curated	2026-09-17
推特机器人检测	tui te ji qi ren jian ce	20	专项任务	term	推特机器人检测	glossary	2026-09-17
推理优化	tui li you hua	20	推理	term	推理优化	curated	2026-09-17
推理加速	tui li jia su	20	推理	term	推理加速	curated	2026-09-17
